"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Car" 107502 0.123910329779766 0.0965461774114873 1.28343071783827
"2" "Empty" 21383 0.0246467468668559 0.0150051221501668 1.64255556337353
"3" "Hetatm" 13937 0.0160642431409704 0.0274777639986005 0.584627014839659
"4" "Meta" 292 0.000336568773564137 0.000399573347436185 0.842320379283779
"5" "Nam" 93212 0.107439207265275 0.12841085400974 0.836683223500139
"6" "Nbas" 14727 0.0169748230420515 0.0127118876462044 1.33535030472991
"7" "Oc" 87813 0.101216142852697 0.0923086861526776 1.0964964086401
"8" "Oh" 16360 0.0188570723818811 0.0153207951425881 1.230815516191
"9" "Oow" 78387 0.090351426210178 0.0606831925525289 1.48890363887773
"10" "Oox" 46208 0.0532608557837384 0.0192809002725799 2.76236353234412
"11" "Xot" 387758 0.446942583903022 0.53185504731599 0.840346606013275
