"env_name" "count" "pexp"
"1" "Xot" 13354354 0.279549661076478
"2" "Oc" 11135608 0.233104157811041
"3" "Nam" 8645686 0.180982067052712
"4" "Oow" 7737183 0.161964171785223
"5" "Car" 2304116 0.0482325724539644
"6" "Hetatm" 1241374 0.0259859579107422
"7" "Oox" 1168546 0.0244614331964147
"8" "Oh" 1159325 0.0242684079535025
"9" "Nbas" 920700 0.0192732177799924
"10" "Empty" 65380 0.00136861407456925
"11" "Meta" 38682 0.000809738905360776
