"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Car" 22942 0.0264437013805083 0.0415977667098714 0.635700026036086
"2" "Empty" 92955 0.107142980639227 0.0275959948382023 3.88255546746604
"3" "Hetatm" 6763 0.00779525553292553 0.0241274645676953 0.323086394389021
"4" "Meta" 820 0.000945158884666411 0.00116721554273335 0.809755225202936
"5" "Nam" 136554 0.157396617483826 0.198550043610182 0.792730208575759
"6" "Nbas" 18534 0.0213628960590332 0.0171109205815735 1.2484948403091
"7" "Oc" 170081 0.196040936906034 0.188437769109656 1.04034842819623
"8" "Oh" 23050 0.0265681857214156 0.022489042190784 1.18138360433612
"9" "Oow" 192794 0.222220685378507 0.190255044937976 1.16801467972086
"10" "Oox" 33484 0.0385947562124026 0.0227467720238537 1.69671354563758
"11" "Xot" 169602 0.195488825801454 0.265921965887472 0.735136058238144
