"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Car" 2386591 0.102361143278691 0.0974963991717645 1.04989665411495
"2" "Empty" 1984 8.50939722243667e-05 0.00036486606484769 0.233219749443918
"3" "Hetatm" 259184 0.0111164294843751 0.028644853942 0.388077715700127
"4" "Meta" 8272 0.00035478696483869 0.000407025574578226 0.871657672140953
"5" "Nam" 3276541 0.140531193974798 0.13116187715238 1.07143323216953
"6" "Nbas" 339067 0.014542619899294 0.0170507166342125 0.852903734856168
"7" "Oc" 4980744 0.213624642939859 0.192807767665682 1.10796699493079
"8" "Oh" 528591 0.0226713245322834 0.0213291323426365 1.06292765069322
"9" "Oow" 2697812 0.115709445259356 0.106052100194608 1.09106227078037
"10" "Oox" 568032 0.0243629532412054 0.0245747028623293 0.991383431070961
"11" "Xot" 8268582 0.354640366453074 0.380110558394961 0.932992674422314
