"env_name" "count" "pexp"
"1" "Xot" 12703346 0.265921965887472
"2" "Nam" 9484925 0.198550043610182
"3" "Oow" 9088665 0.190255044937976
"4" "Oc" 9001852 0.188437769109656
"5" "Car" 1987165 0.0415977667098714
"6" "Empty" 1318287 0.0275959948382023
"7" "Hetatm" 1152592 0.0241274645676953
"8" "Oox" 1086635 0.0227467720238537
"9" "Oh" 1074323 0.022489042190784
"10" "Nbas" 817405 0.0171109205815735
"11" "Meta" 55759 0.00116721554273335
