"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Car" 211579 0.0353293149206364 0.0482325724539644 0.732478346543852
"2" "Empty" 3741 0.000624669589695106 0.00136861407456925 0.456424934758698
"3" "Hetatm" 49298 0.00823174590558389 0.0259859579107422 0.316776696624334
"4" "Meta" 2559 0.000427300048123436 0.000809738905360776 0.527701022261064
"5" "Nam" 2643896 0.441475923420618 0.180982067052712 2.43933518171187
"6" "Nbas" 66323 0.0110745686173078 0.0192732177799924 0.574609219058603
"7" "Oc" 1109174 0.185209106517102 0.233104157811041 0.794533689387199
"8" "Oh" 87287 0.0145751228216297 0.0242684079535025 0.600580097777949
"9" "Oow" 621993 0.103859960465979 0.161964171785223 0.641252687685184
"10" "Oox" 95292 0.0159117921788896 0.0244614331964147 0.650484869432008
"11" "Xot" 1097624 0.183280495514435 0.279549661076478 0.655627679206142
