"env_name" "count" "pexp"
"1" "Xot" 25407223 0.53185504731599
"2" "Nam" 6134309 0.12841085400974
"3" "Car" 4612103 0.0965461774114873
"4" "Oc" 4409674 0.0923086861526776
"5" "Oow" 2898894 0.0606831925525289
"6" "Hetatm" 1312639 0.0274777639986005
"7" "Oox" 921067 0.0192809002725799
"8" "Oh" 731889 0.0153207951425881
"9" "Empty" 716809 0.0150051221501668
"10" "Nbas" 607259 0.0127118876462044
"11" "Meta" 19088 0.000399573347436185
