"env_name" "count" "pexp"
"1" "Xot" 23454624 0.490980858368455
"2" "Oc" 6137703 0.128481901366257
"3" "Nam" 5695013 0.11921497318224
"4" "Car" 4870135 0.10194761863035
"5" "Oow" 3706134 0.0775813269293303
"6" "Hetatm" 1366779 0.0286110886544154
"7" "Oox" 990508 0.0207345241629464
"8" "Oh" 801503 0.0167780404804141
"9" "Nbas" 689376 0.0144308610625612
"10" "Empty" 39846 0.000834105176128574
"11" "Meta" 19333 0.000404701986901915
