"env_name" "count" "pexp"
"1" "Xot" 13258600 0.277545221307492
"2" "Oc" 10169114 0.212872324048626
"3" "Nam" 9261005 0.193862676470727
"4" "Oow" 8415267 0.17615865490147
"5" "Car" 2082975 0.0436033787393067
"6" "Hetatm" 1203279 0.0251885068068768
"7" "Oox" 1123407 0.023516528474604
"8" "Oh" 1113852 0.0233165115354406
"9" "Nbas" 851868 0.0178323422220121
"10" "Empty" 241332 0.00505185640630078
"11" "Meta" 50255 0.00105199908714404
