"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "C.2" 67 0.0270488494146145 0.0467907758342025 0.578080806149887
"2" "C.3" 675 0.272507064997981 0.229753021051244 1.18608697178873
"3" "C.ar" 184 0.0742834073475979 0.0483857827080447 1.53523211137902
"4" "empty" 31 0.0125151392813888 0.00138778890620439 9.01804245979869
"5" "Mg" 1 0.00040371417036738 0.000121936019950533 3.31086885180571
"6" "Mn" 1 0.00040371417036738 2.72550554464539e-05 14.8124508922952
"7" "N.2" 5 0.0020185708518369 0.000283498629732201 7.12021378637239
"8" "N.3" 17 0.00686314089624546 0.00691286173602478 0.992807488175235
"9" "N.4" 1 0.00040371417036738 0.000341462722306111 1.18230818181512
"10" "N.am" 265 0.106984255147356 0.175875805201629 0.608294330335579
"11" "N.ar" 130 0.0524828421477594 0.00592851882338377 8.85260614181608
"12" "N.pl3" 75 0.0302785627775535 0.0161965155646672 1.86944918224302
"13" "O.2" 244 0.0985062575696407 0.236268444628508 0.416925153608748
"14" "O.3" 169 0.0682276947920872 0.0277995913583807 2.45426970175656
"15" "O.3.wat" 497 0.200645942672588 0.165138653081954 1.21501501270579
"16" "O.co2" 72 0.0290674202664514 0.0246151667810528 1.18087439849587
"17" "S.3" 39 0.0157448526443278 0.00610119697421157 2.58061700202073
"18" "Zn" 4 0.00161485668146952 0.000247681886361323 6.51988203575669
