"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "C.2" 168 0.0556844547563805 0.0493438544266878 1.1284982781212
"2" "C.3" 791 0.262180974477958 0.218238806786232 1.20134901000796
"3" "C.ar" 129 0.0427577063307922 0.0424987953977222 1.00609219462921
"4" "C.cat" 1 0.000331455087835598 0.000124615472406098 2.65982290510001
"5" "Ca" 1 0.000331455087835598 0.000250193873038416 1.32479298477747
"6" "Cl" 2 0.000662910175671197 0.000240815789443937 2.75276873332064
"7" "Du" 1 0.000331455087835598 0.000100123602304446 3.31045907465197
"8" "empty" 7 0.00232018561484919 0.00830299516312779 0.27943959610536
"9" "Fe" 4 0.00132582035134239 5.7545428127728e-05 23.0395427487236
"10" "H" 12 0.00397746105402718 0.0044343263481822 0.896970755356717
"11" "K" 1 0.000331455087835598 3.50422141454408e-05 9.45873700959397
"12" "Mg" 2 0.000662910175671197 0.000172636284383184 3.83992379145394
"13" "N.2" 7 0.00232018561484919 0.000285277953628475 8.13307017012197
"14" "N.3" 33 0.0109380178985747 0.00659896806749976 1.6575346003635
"15" "N.4" 4 0.00132582035134239 0.00031881297576766 4.15861477453981
"16" "N.am" 397 0.131587669870733 0.189271685886784 0.69523166792863
"17" "N.ar" 66 0.0218760357971495 0.00524532124688153 4.17058074567984
"18" "N.pl3" 66 0.0218760357971495 0.0139479316238901 1.56840715792441
"19" "Na" 1 0.000331455087835598 0.000103849715875467 3.19168025681522
"20" "O.2" 215 0.0712628438846536 0.214533375238853 0.332176025316865
"21" "O.3" 168 0.0556844547563805 0.0265722765343979 2.09558464756668
"22" "O.3.wat" 650 0.215445807093139 0.186858692417991 1.15298787712375
"23" "O.co2" 106 0.0351342393105734 0.0236670802094511 1.48451938302652
"24" "S.3" 26 0.00861783228372556 0.0063178558251108 1.36404383421877
"25" "Se" 1 0.000331455087835598 0.000621779502247328 0.53307496731173
"26" "Zn" 158 0.0523699038780245 0.000378221460680898 138.4635969195
