"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Ag" 2 5.18246151374518e-06 4.18664446182088e-07 12.3785565289946
"2" "As" 1 2.59123075687259e-06 2.34452089861969e-06 1.10522826151737
"3" "Au" 2 5.18246151374518e-06 7.66155936513221e-06 0.67642385404342
"4" "Ba" 1 2.59123075687259e-06 2.51198667709253e-06 1.03154637741621
"5" "Br" 26 6.73719996786874e-05 4.28712392890458e-05 1.57149643434501
"6" "C.1" 21 5.44158458943244e-05 3.85799287156794e-05 1.41047035870258
"7" "C.2" 16328 0.0423096157982157 0.0544419313878471 0.777151264101926
"8" "C.3" 56616 0.146705120531099 0.210372039042804 0.697360358337587
"9" "C.ar" 10922 0.0283014223265624 0.0426428997000981 0.66368428332976
"10" "C.cat" 27 6.996323043556e-05 9.34040379432238e-05 0.749038606640192
"11" "Ca" 96 0.000248758152659769 0.000248268016585978 1.00197422157123
"12" "Cd" 9 2.33210768118533e-05 3.38071540292036e-05 0.689826679634373
"13" "Cl" 94 0.000243575691146024 0.000240480857886991 1.01286935386968
"14" "Co.oh" 6 1.55473845412355e-05 1.13667397138437e-05 1.36779630154636
"15" "Cs" 3 7.77369227061777e-06 2.51198667709253e-06 3.09463913224864
"16" "Cu" 2 5.18246151374518e-06 2.07657565306316e-05 0.249567671955535
"17" "Du" 38 9.84667687611585e-05 0.000101170263419902 0.97327777385018
"18" "empty" 40597 0.105196195036757 0.0187032270697378 5.62449435300746
"19" "F" 6 1.55473845412355e-05 1.32716629439722e-05 1.17147222671873
"20" "Fe" 16 4.14596921099615e-05 6.15855400333851e-05 0.673204977783526
"21" "H" 440 0.00114014153302394 0.00429606241483057 0.26539221801993
"22" "Hg" 6 1.55473845412355e-05 2.25660136492145e-05 0.688973461725117
"23" "I" 41 0.000106240461031776 9.13735153792407e-05 1.16270519516329
"24" "K" 13 3.36859998393437e-05 3.48538151446588e-05 0.966493903164742
"25" "La" 1 2.59123075687259e-06 5.86130224654923e-07 4.42091304606949
"26" "Mg" 112 0.00029021784476973 0.000187519805444957 1.54766502706787
"27" "Mn" 23 5.95983074080696e-05 4.6115888746957e-05 1.29235951051691
"28" "Mo" 5 1.2956153784363e-05 2.23985478707417e-06 5.78437220981055
"29" "N.1" 10 2.59123075687259e-05 1.28739317200992e-05 2.01277341934871
"30" "N.2" 118 0.000305765229310966 0.00031133981540331 0.982094850010999
"31" "N.3" 4350 0.0112718537923958 0.00659327423103168 1.70959881197479
"32" "N.4" 66 0.000171021229953591 0.000317682581762968 0.538339965019533
"33" "N.am" 58188 0.150778535280902 0.193425988520137 0.779515392086029
"34" "N.ar" 1845 0.00478082074642993 0.00518294024440039 0.922414791796046
"35" "N.pl3" 5440 0.0140962953173869 0.013705273710883 1.02853074041078
"36" "Na" 45 0.000116605384059267 0.000109962216789725 1.06041318066773
"37" "Ni" 12 3.10947690824711e-05 2.29846780953966e-05 1.35284770808684
"38" "O.2" 71163 0.184399754351324 0.19635789563675 0.93910027785413
"39" "O.3" 11259 0.0291746670916285 0.0260776663576784 1.11876065486351
"40" "O.3.wat" 92435 0.239520415011518 0.194113058742767 1.23392221297653
"41" "O.co2" 13714 0.0355361385997507 0.0233336349112894 1.52295768468364
"42" "P.3" 4 1.03649230274904e-05 4.01917868334804e-06 2.57886594354054
"43" "Pb" 1 2.59123075687259e-06 1.9049232301285e-06 1.36028093725215
"44" "Ru.oh" 3 7.77369227061777e-06 0.00102221111179819 0.0076047816159452
"45" "S.2" 4 1.03649230274904e-05 7.74529225436863e-06 1.33822232745887
"46" "S.3" 1527 0.00395680936574445 0.00655705975643693 0.603442627140942
"47" "Se" 162 0.00041977938261336 0.000632141447290335 0.664059261440201
"48" "W" 3 7.77369227061777e-06 2.11425545321954e-06 3.6767989690083
"49" "Y" 1 2.59123075687259e-06 1.04666111545522e-06 2.47571130579892
"50" "Zn" 113 0.000292809075526603 0.000384103696149757 0.762317776323716
