"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Al" 1 1.68179582157828e-07 1.04666111545522e-07 1.60681981660017
"2" "As" 6 1.00907749294697e-06 1.46532556163731e-06 0.688637064257213
"3" "Au" 24 4.03630997178787e-06 5.54730391191267e-06 0.727616520724603
"4" "B" 3 5.04538746473484e-07 2.09332223091044e-07 2.41022972490025
"5" "Ba" 7 1.1772570751048e-06 1.8839900078194e-06 0.624874373122285
"6" "Br" 184 3.09450431170404e-05 4.42318987391376e-05 0.699609196058756
"7" "C.1" 160 2.69087331452525e-05 5.08677302111237e-05 0.528994178304581
"8" "C.2" 1061686 0.178553907862816 0.0467907758342025 3.81600656709562
"9" "C.3" 871503 0.146569010389294 0.229753021051244 0.637941602328715
"10" "C.ar" 193328 0.0325138222594086 0.0483857827080447 0.671970575646032
"11" "C.cat" 1133 0.000190547466584819 0.000348998682337389 0.545983340993278
"12" "Ca" 1753 0.000294818807522673 0.000202298660395185 1.45734433904185
"13" "Cd" 93 1.5640701140678e-05 2.1247220643741e-05 0.736129275585296
"14" "Cl" 876 0.000147325313970257 0.000244583769459576 0.60235114658582
"15" "Co.oh" 24 4.03630997178787e-06 7.41036069742296e-06 0.544684683593276
"16" "Cs" 5 8.40897910789141e-07 2.13518867552865e-06 0.393828386421609
"17" "Cu" 44 7.39990161494444e-06 1.2036602827735e-05 0.614783234177456
"18" "Du" 433 7.28217590743396e-05 9.23364436054595e-05 0.788656745168751
"19" "elt_symbol" 3 5.04538746473484e-07 4.55925581892294e-05 0.0110662521804419
"20" "empty" 2671 0.000449207663943559 0.00138778890620439 0.323685873215505
"21" "F" 47 7.90444036141792e-06 1.42136579478819e-05 0.556115842269571
"22" "Fe" 278 4.67539238398762e-05 4.69950840839394e-05 0.994868394242418
"23" "Ga" 4 6.72718328631313e-07 2.72131890018357e-07 2.47203048707718
"24" "Gd" 1 1.68179582157828e-07 1.25599333854626e-06 0.133901651383348
"25" "H" 12826 0.0021570713207563 0.00464305150782628 0.464580527939517
"26" "Hg" 53 8.91351785436489e-06 1.46113891717549e-05 0.610039042118973
"27" "Ho" 1 1.68179582157828e-07 3.3493155694567e-07 0.502131192687552
"28" "I" 357 6.00401108303446e-05 8.66007406927649e-05 0.693297890411239
"29" "Ir" 1 1.68179582157828e-07 1.8839900078194e-07 0.892677675888979
"30" "K" 136 2.28724231734646e-05 2.9076245787346e-05 0.786636051323336
"31" "La" 3 5.04538746473484e-07 2.93065112327462e-07 1.72159266064303
"32" "Li" 3 5.04538746473484e-07 3.97731223872984e-07 1.26854196047381
"33" "Lu" 1 1.68179582157828e-07 2.51198667709253e-07 0.669508256916735
"34" "Mg" 509 8.56034073183345e-05 0.000121936019950533 0.702035439184107
"35" "Mn" 56 9.41805660083838e-06 2.72550554464539e-05 0.345552648731219
"36" "N.1" 62 1.04271340937853e-05 1.45276562825185e-05 0.717743722112464
"37" "N.2" 927 0.000155902472660307 0.000283498629732201 0.549923196480969
"38" "N.3" 30061 0.00505564641924647 0.00691286173602478 0.731339149009757
"39" "N.4" 1469 0.00024705580618985 0.000341462722306111 0.723522042234442
"40" "N.am" 687181 0.115569813446798 0.175875805201629 0.657110358723339
"41" "N.ar" 27771 0.00467051517610504 0.00592851882338377 0.78780473086856
"42" "N.pl3" 83300 0.0140093591937471 0.0161965155646672 0.864961302189502
"43" "Na" 511 8.59397664826502e-05 8.71031380281834e-05 0.986643747035189
"44" "Ni" 48 8.07261994357575e-06 1.57208499541374e-05 0.513497677741731
"45" "O.2" 1908446 0.320961650850778 0.236268444628508 1.35846177577982
"46" "O.3" 123854 0.0208297139685756 0.0277995913583807 0.749281300579123
"47" "O.3.wat" 815377 0.137129763161103 0.165138653081954 0.830391677550195
"48" "O.co2" 87477 0.0147118453084203 0.0246151667810528 0.597674004782473
"49" "Os" 3 5.04538746473484e-07 5.65197002345819e-07 0.892677675888981
"50" "P.3" 9 1.51361623942045e-06 8.12209025593251e-06 0.186357968420122
"51" "Pb" 4 6.72718328631313e-07 1.08852756007343e-06 0.618007621769294
"52" "Pr" 2 3.36359164315656e-07 6.07063446964028e-07 0.554075798827643
"53" "Pt" 12 2.01815498589394e-06 4.7727746864758e-06 0.422847320157939
"54" "Ru.oh" 2 3.36359164315656e-07 0.0011176666055277 0.000300947673172042
"55" "S.2" 23 3.86813038963005e-06 8.41515536825997e-06 0.459662385345818
"56" "S.3" 26952 0.00453277609831778 0.00610119697421157 0.742932266812044
"57" "S.O" 15 2.52269373236742e-06 3.68424712640237e-06 0.684724353664844
"58" "Se" 2145 0.000360745203728541 0.00063155531706568 0.571201277197109
"59" "Sm" 5 8.40897910789141e-07 1.23506011623716e-06 0.680855854491595
"60" "Sr" 9 1.51361623942045e-06 1.75839067396477e-06 0.860796330321517
"61" "Ta" 1 1.68179582157828e-07 2.51198667709253e-07 0.669508256916735
"62" "Tb" 14 2.35451415020959e-06 1.80025711858298e-06 1.30787659490711
"63" "W" 1 1.68179582157828e-07 1.4234591170191e-06 0.118148515926483
"64" "Xe" 3 5.04538746473484e-07 1.86305678551029e-06 0.270812328640478
"65" "Y" 4 6.72718328631313e-07 8.16395670055072e-07 0.824010162359059
"66" "Yb" 2 3.36359164315656e-07 6.07063446964028e-07 0.554075798827643
"67" "Zn" 2122 0.000356877073338911 0.000247681886361323 1.44086868273561
