"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "C.2" 1 0.0045045045045045 0.0503260202842087 0.0895064715840034
"2" "C.3" 34 0.153153153153153 0.198998747230378 0.769618679939979
"3" "C.ar" 12 0.0540540540540541 0.0465919939551553 1.16015756067622
"4" "empty" 1 0.0045045045045045 0.000480689583883964 9.37092180801627
"5" "H" 1 0.0045045045045045 0.00496747458717278 0.906799707870922
"6" "Hg" 12 0.0540540540540541 1.46113891717549e-05 3699.44660419731
"7" "I" 2 0.00900900900900901 7.78087873229411e-05 115.78395344497
"8" "N.2" 1 0.0045045045045045 0.000289192466200277 15.5761474829879
"9" "N.3" 3 0.0135135135135135 0.00714944901456228 1.89014754647367
"10" "N.am" 15 0.0675675675675676 0.156611839905898 0.431433329741649
"11" "N.ar" 10 0.045045045045045 0.00659978446316982 6.82522971718538
"12" "N.pl3" 4 0.018018018018018 0.0174078164735835 1.0350533075392
"13" "O.2" 46 0.207207207207207 0.272289621848456 0.7609809209788
"14" "O.3" 22 0.0990990990990991 0.0316958920267743 3.12655971364957
"15" "O.3.wat" 29 0.130630630630631 0.168459918133517 0.775440425698748
"16" "O.co2" 3 0.0135135135135135 0.0288193532831687 0.468904120808491
"17" "S.3" 26 0.117117117117117 0.00543363651477423 21.5540949047055
