"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Ag" 2 5.32463784475699e-07 2.93065112327462e-07 1.81687878248961
"2" "As" 11 2.92855081461634e-06 1.77932389627387e-06 1.64587842649059
"3" "Au" 20 5.32463784475699e-06 7.1172955850955e-06 0.748126557495721
"4" "Ba" 4 1.0649275689514e-06 2.47012023247432e-06 0.431123778895839
"5" "Br" 151 4.02010157279153e-05 4.32899037352279e-05 0.928646457007503
"6" "C.1" 288 7.66747849645006e-05 4.20967100636089e-05 1.82139613401246
"7" "C.2" 161802 0.0430768526278685 0.0456837851720525 0.942935277049267
"8" "C.3" 1261008 0.335720545967066 0.228162745085643 1.4714082522151
"9" "C.ar" 277456 0.0738676358927448 0.0439795068777567 1.6795921813781
"10" "C.cat" 844 0.000224699717048745 0.000170940693376147 1.31448932732655
"11" "Ca" 328 8.73240606540146e-05 0.000245693230241958 0.355419075112563
"12" "Cd" 87 2.31621746246929e-05 2.74853208918541e-05 0.842710722419018
"13" "Cl" 1129 0.000300575806336532 0.000241485652557828 1.24469426300411
"14" "Co.oh" 56 1.49089859653196e-05 1.02363457091521e-05 1.45647542481784
"15" "Cs" 11 2.92855081461634e-06 2.8678514563473e-06 1.0211654470927
"16" "Cu" 160 4.25971027580559e-05 1.66209785134289e-05 2.56285168310877
"17" "Du" 447 0.000119005655830319 9.89094754105183e-05 1.20317750484867
"18" "elt_symbol" 17 4.52594216804344e-06 4.11965815043175e-05 0.10986208085176
"19" "empty" 23849 0.00634936439798047 0.0050723500309414 1.25175990600989
"20" "F" 71 1.89024643488873e-05 1.29785978316447e-05 1.45643347564087
"21" "Fe" 404 0.000107557684464091 5.50753078952537e-05 1.95292025727123
"22" "Ga" 1 2.66231892237849e-07 2.51198667709253e-07 1.05984595645227
"23" "Gd" 5 1.33115946118925e-06 1.67465778472835e-06 0.794884467339205
"24" "H" 10045 0.0026742993575292 0.00456474032316792 0.5858601296455
"25" "Hg" 73 1.9434928133363e-05 1.55533841756646e-05 1.24956266198141
"26" "I" 311 8.27981184859712e-05 9.04105871530219e-05 0.915801136716804
"27" "K" 148 3.94023200512017e-05 3.68006048194055e-05 1.0706976215354
"28" "Mg" 483 0.000128590003950881 0.00015591063975821 0.824767342051202
"29" "Mn" 258 6.86878281973652e-05 3.96684562757528e-05 1.731547800093
"30" "Mo" 11 2.92855081461634e-06 1.48625878394641e-06 1.97041783453099
"31" "N.1" 47 1.25128989351789e-05 1.3041397498572e-05 0.959475312101257
"32" "N.2" 680 0.000181037686721738 0.000278725855045725 0.649518813717652
"33" "N.3" 16537 0.00440267680193732 0.00666773370278517 0.660295836364653
"34" "N.4" 815 0.000216978992173847 0.000326307069354319 0.664953390691765
"35" "N.am" 376167 0.100147652207435 0.189540070730009 0.528371925903155
"36" "N.ar" 23861 0.00635255918068733 0.00534416792262512 1.18869003980827
"37" "N.pl3" 46413 0.0123566208144353 0.0143886178199414 0.85877747043292
"38" "Na" 276 7.34800022576464e-05 0.000103472917873903 0.71013752938902
"39" "Ni" 144 3.83373924822503e-05 1.86305678551029e-05 2.05776832893205
"40" "O.2" 721659 0.192128641120474 0.21602453239682 0.889383437097547
"41" "O.3" 114653 0.0305242851407462 0.0266702858812491 1.14450535988467
"42" "O.3.wat" 569272 0.151558361758025 0.179663608978795 0.843567390299462
"43" "O.co2" 103429 0.0275360983822685 0.0237318475992755 1.1603015006345
"44" "Os" 3 7.98695676713548e-07 8.37328892364176e-07 0.953861360807045
"45" "P.3" 105 2.79543486849742e-05 6.88703013969535e-06 4.05898451407253
"46" "Pb" 5 1.33115946118925e-06 1.36065945009179e-06 0.978319344417479
"47" "Pr" 2 5.32463784475699e-07 7.74529225436863e-07 0.6874676474285
"48" "Pt" 19 5.05840595251914e-06 5.19143913265789e-06 0.974374508351282
"49" "Rb" 1 2.66231892237849e-07 1.04666111545522e-07 2.54363029548545
"50" "Ru.oh" 11 2.92855081461634e-06 0.00106654767664887 0.00274582269385083
"51" "S.2" 54 1.43765221808439e-05 8.26862281209624e-06 1.73868399944575
"52" "S.3" 37020 0.00985590465064519 0.00630473069472299 1.56325545497042
"53" "S.O" 42 1.11817394739897e-05 3.39118201407491e-06 3.29729853118485
"54" "Sb" 2 5.32463784475699e-07 1.8839900078194e-07 2.82625588387272
"55" "Se" 3834 0.00102073307483991 0.000640849667770922 1.59278084420383
"56" "Sm" 3 7.98695676713548e-07 1.46532556163731e-06 0.545063634746882
"57" "Sr" 4 1.0649275689514e-06 1.27692656085537e-06 0.833977146060803
"58" "Ta" 4 1.0649275689514e-06 2.51198667709253e-07 4.23938382580908
"59" "Tb" 9 2.39608703014065e-06 1.48625878394641e-06 1.61216004643444
"60" "U" 6 1.5973913534271e-06 6.90796336200445e-07 2.31239117771405
"61" "W" 7 1.86362324566495e-06 1.80025711858298e-06 1.03519837606966
"62" "Xe" 5 1.33115946118925e-06 2.11425545321954e-06 0.629611459278579
"63" "Y" 4 1.0649275689514e-06 1.29785978316447e-06 0.820525901769502
"64" "Zn" 1551 0.000412925664860904 0.000350631473677499 1.17766286217849
