"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "C.1" 107 0.000125152785819137 0.000109501685898925 1.14293021876082
"2" "C.2" 131599 0.153925060383295 0.140980605076466 1.09181727727589
"3" "C.3" 265533 0.310581258662737 0.311929671741536 0.995677188799414
"4" "C.ar" 77070 0.0901450953558959 0.0728749314907967 1.23698360343955
"5" "C.cat" 6660 0.00778988367808832 0.00644806046787343 1.20809718160993
"6" "Co.oh" 5 5.84826101958583e-06 3.66331390409327e-06 1.59644004655216
"7" "Du" 70 8.18756542742016e-05 4.51529605207382e-05 1.81329537044635
"8" "empty" 2243 0.0026235298933862 0.000558184372872269 4.70011347663893
"9" "N.1" 12 1.4035826447006e-05 1.74792406281022e-05 0.802999783894497
"10" "N.2" 169 0.000197671222462001 0.000265496058546371 0.744535431314044
"11" "N.3" 4141 0.00484352977642098 0.00539348659438537 0.898033153816143
"12" "N.4" 263 0.000307618529630214 0.000280756377609708 1.09567779812948
"13" "N.am" 45379 0.053077647361557 0.118146646181694 0.449252256216656
"14" "N.ar" 8427 0.00985665912240995 0.00710218179858832 1.3878353725568
"15" "N.pl3" 20103 0.0235135182553468 0.0162583732365906 1.44624052561593
"16" "O.2" 95571 0.111784830780567 0.172372002451532 0.648509207938217
"17" "O.3" 22648 0.026490283114316 0.022075192385733 1.20000236697536
"18" "O.3.wat" 98585 0.115310162523174 0.0892943649398335 1.29134870493642
"19" "O.co2" 67289 0.0787047271493821 0.0219886963111518 3.57932667019764
"20" "P.3" 643 0.000752086367118737 0.000148667744839259 5.0588402207345
"21" "Ru.oh" 3446 0.00403062149469855 0.00857167307146514 0.470225761189654
"22" "S.2" 3 3.5089566117515e-06 8.1011570336234e-06 0.433142648289345
"23" "S.3" 4989 0.00583539484534274 0.00509196446024503 1.14600070187095
