"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "C.2" 7 0.048951048951049 0.0493438544266878 0.99203942456051
"2" "C.3" 30 0.20979020979021 0.218238806786232 0.961287375419452
"3" "C.ar" 9 0.0629370629370629 0.0424987953977222 1.48091404351748
"4" "Co.oh" 6 0.041958041958042 1.01526128199156e-05 4132.73338620144
"5" "empty" 1 0.00699300699300699 0.00830299516312779 0.842227034415456
"6" "N.2" 1 0.00699300699300699 0.000285277953628475 24.5129597435145
"7" "N.3" 2 0.013986013986014 0.00659896806749976 2.11942440741542
"8" "N.am" 9 0.0629370629370629 0.189271685886784 0.332522334982052
"9" "N.ar" 4 0.027972027972028 0.00524532124688153 5.3327578341666
"10" "N.pl3" 3 0.020979020979021 0.0139479316238901 1.5040954848881
"11" "O.2" 17 0.118881118881119 0.214533375238853 0.554138109041362
"12" "O.3" 4 0.027972027972028 0.0265722765343979 1.05267713648163
"13" "O.3.wat" 44 0.307692307692308 0.186858692417991 1.64665771610999
"14" "O.co2" 6 0.041958041958042 0.0236670802094511 1.77284403427537
