"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "As" 1 0.00574712643678161 1.80025711858298e-06 3192.39200748463
"2" "C.2" 6 0.0344827586206897 0.0567351449585872 0.607784798044664
"3" "C.3" 34 0.195402298850575 0.197216157751424 0.990802686141287
"4" "C.ar" 3 0.0172413793103448 0.0403850632750604 0.426924657587256
"5" "empty" 16 0.0919540229885057 0.0509188910064471 1.80589209959154
"6" "N.3" 2 0.0114942528735632 0.0060913792929486 1.88697047430112
"7" "N.am" 19 0.109195402298851 0.191841406391005 0.569196214482978
"8" "N.ar" 9 0.0517241379310345 0.0048651948629705 10.6314627446297
"9" "O.2" 42 0.241379310344828 0.189583381566966 1.27320922514279
"10" "O.3" 6 0.0344827586206897 0.0247199166254875 1.39493830594623
"11" "O.3.wat" 27 0.155172413793103 0.187894698523291 0.825847748832938
"12" "O.co2" 7 0.0402298850574713 0.0224591076828819 1.79125037492625
"13" "S.3" 1 0.00574712643678161 0.00633242534783794 0.907571131295505
"14" "Se" 1 0.00574712643678161 0.000622826163362783 9.2274968118737
