"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "Br" 1 0.0075187969924812 4.29759054005913e-05 174.953777527111
"2" "C.3" 41 0.308270676691729 0.198998747230378 1.54910862998976
"3" "C.ar" 10 0.075187969924812 0.0465919939551553 1.61375299793308
"4" "N.3" 8 0.0601503759398496 0.00714944901456228 8.41328832716101
"5" "N.am" 6 0.0451127819548872 0.156611839905898 0.288054734444048
"6" "N.ar" 6 0.0451127819548872 0.00659978446316982 6.8354932205195
"7" "N.pl3" 5 0.037593984962406 0.0174078164735835 2.15960370557992
"8" "O.2" 18 0.135338345864662 0.272289621848456 0.497038208602694
"9" "O.3" 10 0.075187969924812 0.0316958920267743 2.37216765697267
"10" "O.co2" 27 0.203007518796992 0.0288193532831687 7.04413859680725
"11" "S.3" 1 0.0075187969924812 0.00543363651477423 1.38375045368555
