"element_name" "count" "pobs" "pexp" "pobs_pexp"
"1" "C.2" 49 0.0257759074171489 0.0193917207514843 1.32922228756702
"2" "C.3" 607 0.319305628616518 0.118657186540591 2.69099274916052
"3" "C.ar" 298 0.156759600210416 0.0370847733122516 4.22706103366223
"4" "C.cat" 3 0.00157811678064177 0.000722886966000302 2.1830754389907
"5" "Du" 1 0.000526038926880589 8.881966225753e-05 5.92255040731133
"6" "N.3" 17 0.00894266175697002 0.00799339280517613 1.11875670005597
"7" "N.4" 1 0.000526038926880589 0.000388646205390832 1.35351617894118
"8" "N.am" 126 0.0662809047869542 0.171222496414872 0.387103950560069
"9" "N.ar" 34 0.01788532351394 0.00719066652928891 2.48729703165761
"10" "N.pl3" 31 0.0163072067332983 0.0184209007004549 0.885255666835855
"11" "O.2" 250 0.131509731720147 0.338724698694525 0.388249608685158
"12" "O.3" 85 0.0447133087848501 0.041770968191257 1.07043984664471
"13" "O.3.wat" 318 0.167280378748027 0.177342030891826 0.943264142779914
"14" "O.co2" 34 0.01788532351394 0.0453443111058657 0.394433680383478
"15" "Ru.oh" 7 0.00368227248816412 0.0105950574066409 0.347546251694314
"16" "S.3" 40 0.0210415570752236 0.00456245860193623 4.61188997228246
