"x" "y" "position"
"1" 1.2270173676174 0.000293559172001764 "2^nd"
"2" 1.24200475163423 0.000334851434849359 "2^nd"
"3" 1.25699213565106 0.000382301799214337 "2^nd"
"4" 1.27197951966789 0.000435949610443777 "2^nd"
"5" 1.28696690368472 0.000495276010811935 "2^nd"
"6" 1.30195428770155 0.000560619737231747 "2^nd"
"7" 1.31694167171838 0.000635586771691146 "2^nd"
"8" 1.33192905573521 0.000718961196809298 "2^nd"
"9" 1.34691643975204 0.000810450162096372 "2^nd"
"10" 1.36190382376886 0.000910485221296653 "2^nd"
"11" 1.37689120778569 0.00102492503033867 "2^nd"
"12" 1.39187859180252 0.00115026541190243 "2^nd"
"13" 1.40686597581935 0.00128676950978239 "2^nd"
"14" 1.42185335983618 0.00143564431236022 "2^nd"
"15" 1.43684074385301 0.0016038097181889 "2^nd"
"16" 1.45182812786984 0.00178615171091384 "2^nd"
"17" 1.46681551188667 0.00198328023154483 "2^nd"
"18" 1.4818028959035 0.002198062067462 "2^nd"
"19" 1.49679027992032 0.0024367075528327 "2^nd"
"20" 1.51177766393715 0.00269354824640345 "2^nd"
"21" 1.52676504795398 0.00296924996531609 "2^nd"
"22" 1.54175243197081 0.00326903977732201 "2^nd"
"23" 1.55673981598764 0.00359711473747719 "2^nd"
"24" 1.57172720000447 0.00394768982835325 "2^nd"
"25" 1.5867145840213 0.00432145315426881 "2^nd"
"26" 1.60170196803813 0.00472669826366634 "2^nd"
"27" 1.61668935205496 0.00516409616308958 "2^nd"
"28" 1.63167673607178 0.00562834420808824 "2^nd"
"29" 1.64666412008861 0.00612011600344377 "2^nd"
"30" 1.66165150410544 0.00665140210827091 "2^nd"
"31" 1.67663888812227 0.00721781470344446 "2^nd"
"32" 1.6916262721391 0.00781523509386209 "2^nd"
"33" 1.70661365615593 0.00844429172092991 "2^nd"
"34" 1.72160104017276 0.00912117997102755 "2^nd"
"35" 1.73658842418959 0.00983509163391418 "2^nd"
"36" 1.75157580820642 0.010583817030677 "2^nd"
"37" 1.76656319222325 0.0113679255221949 "2^nd"
"38" 1.78155057624007 0.012208231078209 "2^nd"
"39" 1.7965379602569 0.0130864163434569 "2^nd"
"40" 1.81152534427373 0.0140028618628115 "2^nd"
"41" 1.82651272829056 0.014961160892232 "2^nd"
"42" 1.84150011230739 0.0159779793480331 "2^nd"
"43" 1.85648749632422 0.017035814440576 "2^nd"
"44" 1.87147488034105 0.018135185619795 "2^nd"
"45" 1.88646226435788 0.0192834418751883 "2^nd"
"46" 1.90144964837471 0.0204917177664018 "2^nd"
"47" 1.91643703239153 0.0217444249367651 "2^nd"
"48" 1.93142441640836 0.0230421473036595 "2^nd"
"49" 1.94641180042519 0.0243967220772498 "2^nd"
"50" 1.96139918444202 0.0258129046460602 "2^nd"
"51" 1.97638656845885 0.0272775422793709 "2^nd"
"52" 1.99137395247568 0.0287913549806165 "2^nd"
"53" 2.00636133649251 0.0303716936515274 "2^nd"
"54" 2.02134872050934 0.0320158298717498 "2^nd"
"55" 2.03633610452617 0.0337135084548349 "2^nd"
"56" 2.05132348854299 0.0354656409510658 "2^nd"
"57" 2.06631087255982 0.03729649345024 "2^nd"
"58" 2.08129825657665 0.0391941047975541 "2^nd"
"59" 2.09628564059348 0.0411516801672922 "2^nd"
"60" 2.11127302461031 0.0431703400112994 "2^nd"
"61" 2.12626040862714 0.0452829776252858 "2^nd"
"62" 2.14124779264397 0.047465809337081 "2^nd"
"63" 2.1562351766608 0.0497163094085478 "2^nd"
"64" 2.17122256067763 0.0520372353502277 "2^nd"
"65" 2.18620994469445 0.0544674999130739 "2^nd"
"66" 2.20119732871128 0.0569726131443236 "2^nd"
"67" 2.21618471272811 0.0595539564047337 "2^nd"
"68" 2.23117209674494 0.0622210831033413 "2^nd"
"69" 2.24615948076177 0.0650046806666716 "2^nd"
"70" 2.2611468647786 0.0678718647323518 "2^nd"
"71" 2.27613424879543 0.0708239731472045 "2^nd"
"72" 2.29112163281226 0.0738786233209356 "2^nd"
"73" 2.30610901682909 0.0770549726472367 "2^nd"
"74" 2.32109640084591 0.0803230644597571 "2^nd"
"75" 2.33608378486274 0.0836840738822919 "2^nd"
"76" 2.35107116887957 0.0871646409383197 "2^nd"
"77" 2.3660585528964 0.0907692124946159 "2^nd"
"78" 2.38104593691323 0.0944723648285919 "2^nd"
"79" 2.39603332093006 0.0982750250793572 "2^nd"
"80" 2.41102070494689 0.102213358229621 "2^nd"
"81" 2.42600808896372 0.106274674971014 "2^nd"
"82" 2.44099547298055 0.110439657189119 "2^nd"
"83" 2.45598285699737 0.114708949795876 "2^nd"
"84" 2.4709702410142 0.119128293053607 "2^nd"
"85" 2.48595762503103 0.123666500300118 "2^nd"
"86" 2.50094500904786 0.128311616141641 "2^nd"
