"x" "y" "position"
"1" -1.32309280106401 4.49624714711474e-06 "7^th"
"2" -1.30035896528473 8.21158676466286e-06 "7^th"
"3" -1.27762512950545 1.43209281047702e-05 "7^th"
"4" -1.25489129372617 2.38680877558896e-05 "7^th"
"5" -1.23215745794689 3.80448536332254e-05 "7^th"
"6" -1.20942362216761 5.80380468823944e-05 "7^th"
"7" -1.18668978638833 8.47878713357087e-05 "7^th"
"8" -1.16395595060905 0.000118676498152302 "7^th"
"9" -1.14122211482977 0.000159197629821836 "7^th"
"10" -1.11848827905049 0.000204688928756026 "7^th"
"11" -1.09575444327121 0.000252074638971736 "7^th"
"12" -1.07302060749193 0.000296731347764105 "7^th"
"13" -1.05028677171265 0.000334021193227025 "7^th"
"14" -1.02755293593337 0.000359743107505637 "7^th"
"15" -1.00481910015409 0.000370855469041147 "7^th"
"16" -0.982085264374815 0.000366048260726691 "7^th"
"17" -0.959351428595535 0.000345982168961087 "7^th"
"18" -0.936617592816256 0.000313140240386126 "7^th"
"19" -0.913883757036976 0.000271337791473209 "7^th"
"20" -0.891149921257697 0.000225018616531087 "7^th"
"21" -0.868416085478418 0.000178508131096766 "7^th"
"22" -0.845682249699138 0.000135388151563857 "7^th"
"23" -0.822948413919859 9.81091440724115e-05 "7^th"
"24" -0.80021457814058 6.78817340225077e-05 "7^th"
"25" -0.7774807423613 4.49329432717292e-05 "7^th"
"26" -0.754746906582021 2.87123065947898e-05 "7^th"
"27" -0.732013070802741 1.75894621918753e-05 "7^th"
"28" -0.709279235023462 1.03237071936099e-05 "7^th"
"29" -0.686545399244183 5.80054363574282e-06 "7^th"
"30" -0.663811563464903 3.11717800676513e-06 "7^th"
"31" -0.641077727685624 1.6006893490628e-06 "7^th"
"32" -0.618343891906344 7.84695265788225e-07 "7^th"
"33" -0.595610056127065 3.66909374160102e-07 "7^th"
"34" -0.572876220347786 1.63503076151196e-07 "7^th"
"35" -0.550142384568506 6.93880383369605e-08 "7^th"
"36" -0.527408548789227 2.80256936588987e-08 "7^th"
"37" -0.504674713009947 1.07671770478712e-08 "7^th"
"38" -0.481940877230668 3.93295310639815e-09 "7^th"
"39" -0.459207041451389 1.36533327468241e-09 "7^th"
"40" -0.436473205672109 4.83596552989088e-10 "7^th"
